RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9460,15640580,Obiora,650,France,Female,47,9,0.0,1,True,False,187943.59375,False
1462,15640627,Wan,611,Spain,Male,34,4,0.0,2,True,False,170950.578125,False
94,15640635,Capon,769,France,Male,29,8,0.0,2,True,True,172290.609375,False
5921,15640648,Howe,698,France,Male,36,6,0.0,2,False,True,19231.98046875,False
5985,15640667,Yu,662,France,Female,41,4,0.0,2,True,False,126551.4765625,False
6377,15640686,Greco,700,France,Male,46,5,95872.859375,1,True,False,98273.0078125,True
4026,15640769,Hobbs,660,France,Male,63,8,137841.53125,1,True,True,42790.2890625,False
7929,15640789,Butler,711,France,Male,38,4,123345.8515625,1,True,False,141827.828125,False
669,15640825,Loyau,695,Spain,Male,46,3,122549.640625,1,True,True,56297.8515625,False
2615,15640846,Chibueze,546,Germany,Female,58,3,106458.3125,4,True,False,128881.8671875,True
6496,15640852,McGregor,617,Germany,Female,39,5,83348.890625,3,True,False,7953.6201171875,True
9049,15640855,T'ien,729,Germany,Male,40,5,113574.609375,2,True,False,103396.078125,False
1606,15640865,Romano,636,Germany,Female,31,9,80844.6875,2,True,True,74641.8984375,False
3342,15640866,Peng,718,France,Female,29,3,0.0,1,False,True,134462.296875,False
140,15640905,Vasin,579,Spain,Female,35,1,129490.359375,2,False,True,8590.830078125,True
3959,15640917,Tang,633,France,Male,43,5,0.0,2,True,True,48249.87890625,False
4204,15640922,Demaine,791,France,Female,52,7,0.0,1,True,True,122782.5,False
1531,15640953,Bligh,611,France,Female,26,2,107508.9296875,2,True,True,120801.6484375,False
5894,15641004,Doyne,605,Spain,Female,48,10,150315.921875,1,False,True,133486.359375,False
7655,15641007,Holden,614,France,Female,38,4,72594.0,1,True,True,76042.4765625,False
969,15641009,Wilhelm,544,France,Male,37,3,84496.7109375,1,False,False,79972.09375,False
1879,15641043,Scott,648,Spain,Male,35,7,0.0,2,True,True,78436.359375,False
9646,15641091,Onyemauchechukwu,695,France,Female,31,5,106089.203125,1,False,False,99537.6796875,False
8387,15641110,Abron,708,France,Male,41,0,0.0,1,True,False,128400.6171875,False
2201,15641114,Power,701,France,Male,37,8,130091.5,1,True,True,120031.2890625,False
162,15641122,Wei,684,France,Male,30,2,0.0,2,True,False,83473.8203125,False
2464,15641136,Davison,629,France,Male,32,2,0.0,2,False,True,77965.4375,False
8393,15641158,Belcher,739,Germany,Male,32,3,102128.2734375,1,True,False,63981.37109375,True
5055,15641170,Liang,640,Spain,Male,36,4,0.0,1,False,False,173016.453125,False
9439,15641175,Munro,701,Germany,Male,63,3,120916.5234375,3,False,False,144727.453125,True
1864,15641183,Chin,731,Spain,Male,25,8,96950.2109375,1,True,False,97877.921875,False
2346,15641250,Calabresi,794,Spain,Male,38,9,179581.3125,1,True,False,23596.240234375,False
6687,15641285,Yusupova,621,Spain,Male,50,3,163085.796875,1,False,True,131048.359375,False
5201,15641298,Corones,512,Germany,Male,42,9,93955.828125,2,True,False,14828.5400390625,False
4455,15641312,Paterson,615,France,Male,36,6,0.0,1,True,True,27011.80078125,True
8956,15641319,Afanasyeva,518,Spain,Male,50,4,0.0,1,False,False,107112.25,True
3548,15641359,Shao,662,Spain,Female,35,6,0.0,2,False,False,2423.89990234375,True
8171,15641366,Y?an,599,Germany,Male,61,1,124737.9609375,1,False,True,90389.609375,True
9376,15641389,Shen,659,Germany,Male,48,4,123593.21875,2,True,False,82469.0625,True
4673,15641411,Volkova,756,France,Female,23,1,112568.3125,1,True,True,113408.109375,False
8353,15641413,Crawford,587,Germany,Female,49,7,155393.984375,2,True,False,13308.2001953125,True
2782,15641416,Shaffer,732,Germany,Female,61,9,94867.1796875,2,True,True,157527.59375,True
4599,15641474,Hall,638,France,Male,46,9,139859.546875,1,True,False,38967.2890625,False
2734,15641480,Sinnett,571,France,Male,32,5,131354.25,1,True,False,125256.53125,False
5328,15641490,Windsor,850,Germany,Female,25,8,69385.171875,2,True,False,87834.2421875,False
5434,15641575,Anenechukwu,577,France,Male,37,2,127261.3515625,1,True,False,56185.05078125,False
68,15641582,Chibugo,735,Germany,Male,43,10,123180.0078125,2,True,True,196673.28125,False
7758,15641585,Newton,850,France,Male,40,6,97339.9921875,1,False,True,88815.25,False
6311,15641595,Jonathan,685,Spain,Male,43,4,97392.1796875,2,True,False,43956.828125,False
5135,15641604,Frolova,850,France,Female,55,10,98488.078125,1,True,False,155879.5625,True
2458,15641629,P'eng,537,Spain,Female,38,1,0.0,2,False,True,41233.96875,False
2876,15641640,Uspenskaya,545,Spain,Female,33,7,173331.515625,1,True,False,150452.875,False
815,15641655,Black,700,France,Female,26,2,0.0,2,False,False,50051.421875,False
3461,15641662,Enticknap,470,Germany,Male,39,5,117469.90625,2,False,False,63705.8984375,False
744,15641675,Kirillova,611,France,Female,49,2,88915.3671875,3,False,False,161435.015625,True
9573,15641688,Collier,644,Spain,Male,18,7,0.0,1,False,True,59645.23828125,True
1279,15641690,Hsiao,681,Spain,Male,67,7,0.0,2,False,True,163714.921875,False
7379,15641715,Ts'ui,599,France,Male,34,8,0.0,2,True,True,174196.6875,False
83,15641732,Mills,543,France,Female,36,3,0.0,2,False,False,26019.58984375,False
7365,15641733,Mishina,671,France,Female,34,5,164757.5625,1,True,False,110748.8828125,False
9362,15641773,Browne,580,Germany,Male,45,2,179334.828125,2,True,True,169303.65625,False
6468,15641782,Humphries,540,France,Female,31,7,0.0,1,False,True,183051.59375,True
5445,15641794,Ridley,698,France,Male,33,5,135658.734375,2,False,True,39755.0,False
4728,15641822,Barese,648,France,Female,19,1,0.0,2,False,True,22101.859375,False
2160,15641835,Anderson,683,France,Male,72,3,140997.265625,1,False,True,52876.41015625,False
2212,15641850,Pethard,717,France,Male,40,0,98241.0390625,1,True,False,110887.140625,False
7761,15641860,Bradley,764,Germany,Male,34,6,108760.2734375,2,True,False,166324.796875,True
5501,15641877,Ross,681,France,Male,47,9,97023.2109375,1,True,True,2168.1298828125,False
5909,15641934,Manna,749,Spain,Female,46,9,66582.8125,1,True,False,78753.1171875,True
2677,15641994,Meng,667,Germany,Male,43,1,103018.453125,1,True,False,32462.390625,True
7508,15642001,Lorenzen,576,Germany,Male,44,9,119530.5234375,1,True,False,119056.6796875,True
1783,15642002,Hayward,554,France,Female,35,6,117707.1796875,2,False,False,95277.1484375,True
134,15642004,Alekseeva,686,France,Male,25,1,0.0,2,False,True,16459.369140625,False
4791,15642022,Zito,621,Spain,Male,34,8,0.0,1,False,False,47972.6484375,False
901,15642041,Burns,727,Germany,Male,40,1,93051.640625,2,True,False,71865.3125,True
7532,15642063,Kelechi,692,France,Male,40,6,163505.15625,1,False,False,90424.09375,False
3815,15642093,Piccio,646,France,Male,30,7,0.0,2,True,False,153566.96875,False
7559,15642098,Cox,622,Spain,Female,36,0,108960.0,2,True,False,111180.296875,True
7923,15642099,Tsui,679,Spain,Male,39,6,0.0,2,True,False,12266.0595703125,False
3686,15642137,Fang,695,Spain,Female,39,5,0.0,2,False,False,102763.6875,False
4338,15642160,Milanesi,850,France,Male,38,5,0.0,2,True,False,16491.640625,False
6381,15642162,Ponce,603,Germany,Male,35,1,123407.6875,1,True,False,152541.890625,True
2785,15642202,Whitfield,821,Germany,Female,37,5,106453.53125,2,False,True,127413.0,False
5778,15642248,Ko,608,Spain,Male,66,8,123935.3515625,1,True,True,65758.1875,False
405,15642291,Fontaine,685,France,Male,23,8,0.0,2,True,True,112239.03125,False
7276,15642336,Shaw,669,France,Female,42,9,0.0,2,False,False,135630.3125,False
2345,15642345,Y?,714,Germany,Female,49,4,93059.34375,1,True,False,7571.509765625,True
7099,15642391,Lettiere,621,Germany,Male,51,4,109978.828125,1,False,False,177740.578125,True
675,15642394,He,529,Spain,Male,35,5,0.0,2,True,True,187288.5,False
7570,15642448,Onyemauchechukwu,656,Spain,Male,28,8,120047.7734375,1,True,True,137173.390625,False
2384,15642468,Clark,697,France,Male,42,9,132739.265625,2,False,False,174667.65625,False
5497,15642515,Arcuri,620,France,Female,42,1,0.0,2,False,True,65565.921875,False
8735,15642530,Coates,706,Germany,Female,47,10,144090.421875,1,True,False,140938.953125,True
2044,15642544,Henderson,723,France,Male,34,5,0.0,2,False,True,12092.0302734375,False
4186,15642570,Scott,675,Spain,Male,35,8,0.0,2,True,False,29062.25,False
4290,15642579,Chang,731,Spain,Female,37,1,128932.3984375,1,True,True,180712.515625,False
5483,15642619,Mayne,603,Spain,Male,46,2,0.0,2,True,False,174478.546875,False
8426,15642636,Glossop,755,France,Male,29,9,117035.890625,1,True,True,21862.189453125,False
3545,15642655,Savage,731,Spain,Male,33,1,0.0,1,True,False,130726.9609375,False
5091,15642709,Feng,474,France,Female,30,9,0.0,2,False,False,63158.21875,False
4215,15642710,Napolitani,686,France,Male,26,7,0.0,2,True,False,1540.8900146484375,False
3017,15642725,Madison,797,France,Male,32,10,114084.6015625,1,False,True,125782.2890625,False
6184,15642726,Holmes,611,France,Male,53,3,83568.2578125,1,False,False,1235.489990234375,False
9965,15642785,Douglas,479,France,Male,34,5,117593.4765625,2,False,False,113308.2890625,False
2283,15642787,Ijendu,572,France,Male,37,1,133043.65625,1,False,False,111243.09375,False
6873,15642816,De Salis,850,France,Female,27,7,43658.328125,2,True,True,3025.489990234375,False
5495,15642821,Ijendu,383,Spain,Female,48,8,95808.1875,1,False,False,137702.015625,True
4472,15642824,Onyekaozulu,826,Spain,Female,56,8,174506.09375,2,False,True,161802.8125,True
1701,15642833,Akubundu,608,France,Female,30,8,0.0,2,True,False,128875.859375,False
7818,15642870,Ross,677,France,Male,58,9,0.0,1,False,True,168650.40625,False
2957,15642885,Gray,792,France,Male,30,8,0.0,2,True,False,199644.203125,False
6415,15642912,Tu,618,France,Female,21,2,125682.7890625,1,False,False,57762.0,False
7060,15642934,Mason,669,Germany,Female,35,4,108269.203125,2,True,False,174969.921875,False
980,15642937,Padovesi,550,France,Female,46,7,0.0,2,True,False,130590.3515625,False
4519,15642991,Tung,850,Spain,Female,29,7,0.0,2,True,False,23237.25,False
6811,15642996,Tsai,546,Germany,Female,42,9,86351.8515625,2,True,False,57380.12890625,False
4846,15642997,Uspenskaya,655,France,Female,36,2,147149.59375,1,True,True,87816.859375,False
283,15643024,Huang,479,Germany,Male,35,4,138718.921875,1,True,True,47251.7890625,True
3763,15643042,Han,590,Germany,Female,40,2,117641.4296875,2,False,False,92198.046875,False
8479,15643048,Mueller,639,France,Male,66,0,0.0,2,False,True,42240.5390625,False
7142,15643056,McMillan,755,Germany,Female,38,1,82083.5234375,1,False,True,10333.7802734375,False
6493,15643121,Chu,753,Germany,Female,35,5,82453.9609375,2,False,False,18254.75,False
5874,15643158,Chiganu,598,France,Female,40,9,0.0,1,True,False,68462.59375,True
5822,15643188,Barnett,671,Germany,Female,47,7,114603.7578125,2,True,False,153194.3125,True
8608,15643215,Jen,602,Germany,Male,38,2,71667.96875,2,False,False,137111.890625,False
8535,15643229,Hou,671,France,Female,31,6,0.0,2,True,True,15846.419921875,False
3370,15643294,Robinson,703,France,Female,33,8,190566.65625,1,True,True,79997.140625,False
9307,15643330,Chukwuemeka,594,France,Male,37,2,0.0,2,False,True,95864.5,False
6125,15643359,Carter,736,Spain,Male,32,7,0.0,1,False,True,79082.6171875,False
3772,15643361,Cullen,477,Germany,Male,34,8,139959.546875,2,True,True,189875.828125,False
8181,15643378,Muir,744,France,Male,42,1,112419.921875,1,True,True,83022.921875,False
6058,15643392,Woods,742,France,Male,31,4,105239.1015625,1,True,True,19700.240234375,False
5774,15643426,Robertson,523,Spain,Female,36,8,113680.5390625,1,False,False,13197.4404296875,False
1731,15643438,P'eng,850,France,Male,20,7,0.0,2,True,False,31288.76953125,False
5714,15643439,Ferguson,537,France,Male,47,10,0.0,2,False,True,25482.619140625,False
9128,15643487,Sal,630,Spain,Male,39,10,105473.7421875,1,False,False,58854.87890625,True
2820,15643496,Randolph,730,France,Female,34,5,74197.3828125,2,True,False,96875.5234375,False
9570,15643523,Power,710,Spain,Female,30,10,0.0,2,True,False,19500.099609375,False
7584,15643574,Odinakachukwu,682,France,Male,26,8,0.0,2,True,False,178373.4375,False
9922,15643575,Evseev,757,Germany,Male,36,1,65349.7109375,1,False,False,64539.640625,False
1878,15643630,Quaife,770,Spain,Male,55,9,63127.41015625,2,True,False,185211.28125,True
7991,15643635,Robertson,664,Spain,Male,32,5,133705.734375,1,False,False,134455.84375,False
2656,15643658,Barber,850,Germany,Male,53,2,94078.96875,2,True,False,36980.5390625,False
5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.21875,2,True,False,152450.84375,True
3485,15643679,Goliwe,784,Germany,Male,28,2,70233.7421875,2,True,True,179252.734375,False
792,15643696,Young,611,France,Male,49,3,0.0,2,True,True,142917.546875,False
2605,15643752,Wei,540,France,Male,25,5,116160.2265625,1,True,False,13411.669921875,False
9208,15643770,Yu,682,France,Female,52,5,112670.4765625,1,True,False,21085.169921875,True
9419,15643794,Bennett,639,Spain,Female,27,2,0.0,1,True,True,82938.9921875,False
5454,15643819,Dawson,714,France,Female,25,4,0.0,2,False,False,82500.84375,False
1730,15643824,Johnston,637,France,Male,33,0,132255.984375,2,False,True,74588.40625,False
6732,15643826,McKay,503,France,Male,32,4,0.0,2,True,True,153036.96875,False
9533,15643828,Teng,592,France,Male,29,7,0.0,2,True,True,91196.671875,False
4108,15643865,Lo Duca,601,France,Female,40,3,92055.359375,1,False,True,164652.015625,True
9764,15643903,Yao,619,France,Male,27,1,154483.984375,1,True,False,156394.734375,False
7849,15643908,Turnbull,433,France,Female,49,10,0.0,1,True,True,87711.609375,False
6511,15643916,Munro,619,Spain,Male,46,8,62400.48046875,1,True,True,132498.390625,True
16,15643966,Goforth,616,Germany,Male,45,3,143129.40625,2,False,True,64327.26171875,False
3373,15643967,Chineze,652,France,Female,37,4,92208.5390625,1,False,True,197699.796875,True
2364,15644005,Holman,571,France,Female,33,9,0.0,2,False,True,77519.6171875,False
9737,15644103,Wells,659,Spain,Male,78,2,151675.65625,1,False,True,49978.671875,False
2895,15644119,Sochima,531,France,Male,31,3,0.0,1,True,True,42589.328125,False
5966,15644132,Mancini,724,France,Female,30,9,142475.875,1,True,True,107848.2421875,False
3788,15644174,Marchesi,638,Germany,Male,27,4,135096.046875,1,True,True,186523.71875,True
8187,15644179,Allen,606,France,Female,39,3,0.0,2,True,False,50560.44921875,True
1047,15644200,Hamilton,807,Spain,Female,42,1,0.0,1,True,False,16500.66015625,True
5999,15644212,Han,644,Spain,Male,28,0,0.0,2,True,False,119419.3671875,False
9686,15644280,Udegbunam,593,France,Male,45,4,138825.1875,1,False,False,10828.7802734375,False
8015,15644295,Hargreaves,731,Spain,Female,39,2,126816.1796875,1,True,True,74850.9296875,False
3073,15644296,Scott,740,France,Female,30,8,105209.5390625,1,True,False,1852.5799560546875,False
7956,15644297,Austin,732,Germany,Male,38,5,178787.546875,1,True,True,195760.53125,False
4419,15644356,Prokhorova,682,Spain,Female,47,10,134032.015625,1,True,False,144290.96875,False
4739,15644361,Hooper,702,France,Female,40,1,103549.2421875,1,False,False,9712.51953125,True
7193,15644400,Anderson,709,France,Male,44,9,128601.9765625,1,True,False,117031.203125,False
7010,15644446,Norton,672,France,Female,28,6,0.0,1,False,True,8814.6904296875,False
7094,15644453,Loggia,606,Germany,Female,41,4,132670.53125,1,True,False,156476.359375,True
6169,15644501,Enyinnaya,579,France,Female,26,10,162482.765625,1,True,True,18458.19921875,False
8698,15644551,Wimble,751,Spain,Female,37,3,99773.8515625,2,True,False,54865.921875,False
448,15644572,Turnbull,501,France,Male,40,4,125832.203125,1,True,True,100433.828125,False
2314,15644621,Mironova,597,Germany,Female,40,9,106756.0078125,2,True,False,151167.9375,False
3482,15644686,Kennedy,729,Spain,Female,34,9,53299.9609375,2,True,True,42855.96875,False
4947,15644692,Bibb,546,France,Female,47,8,0.0,1,True,True,66408.0078125,True
7952,15644699,Crawford,850,France,Female,40,0,0.0,2,True,False,1099.949951171875,False
2738,15644724,Fan,472,France,Male,31,4,58662.921875,2,False,True,73322.0,False
575,15644753,Hung,848,Spain,Male,40,3,110929.9609375,1,True,True,30876.83984375,False
2053,15644765,Ashton,689,Germany,Male,26,4,120727.96875,1,False,True,149073.875,False
5401,15644788,Fyodorov,731,France,Female,30,5,0.0,2,True,False,189528.71875,False
5128,15644796,Dyer,821,Spain,Female,38,8,0.0,2,False,True,126241.3984375,True
1315,15644833,Duncan,675,France,Male,54,2,0.0,1,True,False,149583.671875,True
8751,15644849,Zikoranachidimma,655,France,Female,32,2,0.0,1,True,True,71047.5078125,False
6976,15644856,Bird,556,Spain,Male,38,2,115463.15625,1,True,False,150679.65625,False
7430,15644878,Hill,685,Spain,Female,43,6,117302.6171875,1,False,False,68701.7265625,False
5651,15644882,Watson,616,Germany,Female,36,10,78249.53125,1,True,False,136934.90625,False
2360,15644896,Thompson,663,Germany,Male,32,3,108586.859375,1,True,True,182355.203125,False
6968,15644934,Gentry,466,France,Male,26,9,105522.0625,1,True,False,10842.4599609375,False
2649,15644962,Connolly,745,France,Male,21,4,137910.453125,1,True,True,177235.234375,False
9228,15644977,Goddard,776,France,Female,31,5,0.0,2,True,False,92647.9375,False
9769,15644994,Ko,714,Germany,Male,54,4,137986.578125,2,False,True,51308.5390625,True
6606,15645029,Knowles,771,Spain,Female,33,5,0.0,2,True,False,8673.4296875,False
3523,15645045,Rudduck,659,France,Female,38,9,0.0,2,True,True,132809.1875,False
8721,15645059,Crace,711,France,Female,28,8,0.0,2,False,False,105159.890625,False
3864,15645095,Huang,674,France,Female,28,3,0.0,1,True,False,51536.98828125,False
1049,15645103,Su,812,Germany,Male,25,5,54817.55078125,1,True,False,131660.3125,False
5897,15645136,O'Donnell,744,Spain,Male,30,1,128065.1171875,1,True,False,121525.4765625,False
5237,15645184,Graham,701,France,Male,29,2,0.0,2,True,False,176943.59375,False
6198,15645200,Chiang,581,Germany,Female,54,2,152508.984375,1,True,False,187597.984375,True
177,15645248,Ho,510,France,Female,30,0,0.0,2,True,True,130553.46875,False
1138,15645269,Duncan,583,France,Female,42,4,0.0,2,True,False,17439.66015625,False
4348,15645271,Radcliffe-Brown,615,Germany,Male,24,8,108528.0703125,2,False,False,179488.40625,True
1126,15645316,Han,612,Germany,Female,58,1,149641.53125,1,True,True,115161.28125,False
9056,15645323,Chinwenma,630,France,Male,55,2,0.0,1,True,True,106202.0703125,True
9168,15645353,Chubb,607,France,Male,26,1,0.0,1,True,False,29818.19921875,False
5559,15645355,Macleod,677,Germany,Male,34,3,126729.40625,1,True,True,26106.390625,True
9315,15645371,Cameron,613,Germany,Female,51,7,147262.109375,1,True,True,53630.8984375,True
7966,15645404,Okwukwe,625,France,Female,51,4,124620.0078125,2,True,False,92243.9375,True
2564,15645463,Udinese,843,France,Female,27,5,0.0,2,True,True,67494.2265625,False
4008,15645496,Seleznyova,648,France,Female,43,7,139972.1875,1,True,False,143668.578125,False
1341,15645511,Chukwudi,727,Spain,Male,43,2,97403.1796875,1,True,True,107415.0234375,True
1089,15645517,Philip,850,Spain,Male,22,2,0.0,2,True,True,9684.51953125,False
1767,15645543,Bell,636,France,Female,34,3,0.0,2,True,True,44756.25,False
1759,15645544,Nekrasov,642,Germany,Female,30,5,129753.6875,1,True,False,582.530029296875,False
602,15645569,Mai,762,Spain,Female,26,7,123709.4609375,2,True,True,169654.5625,False
7462,15645571,Genovese,596,Spain,Male,32,4,0.0,2,False,True,146504.34375,False
1330,15645572,Calabresi,743,France,Female,40,6,0.0,1,True,False,28280.80078125,True
8832,15645593,Trevisani,599,France,Female,41,2,91328.7109375,1,True,False,115724.78125,False
9501,15645600,Obidimkpa,739,Spain,Female,27,8,98926.3984375,1,True,True,106969.9765625,False
997,15645621,Hunter,811,Spain,Male,44,3,0.0,2,False,True,78439.7265625,False
9179,15645637,Huggins,798,Germany,Female,39,6,119787.7578125,1,True,True,164248.328125,False
4699,15645717,Avdeeva,732,France,Male,62,2,0.0,2,True,True,25438.869140625,False
5931,15645744,Chukwudi,826,France,Female,30,5,0.0,2,False,True,157397.5625,False
5304,15645766,Kosisochukwu,634,Spain,Male,25,9,0.0,2,True,True,8227.91015625,False
666,15645772,Onwumelu,661,France,Male,33,9,0.0,2,True,True,84174.8125,False
1344,15645778,Reid,670,Spain,Male,42,3,81589.0390625,1,True,False,188227.796875,False
8005,15645815,Mills,615,France,Male,45,5,0.0,2,True,True,164886.640625,False
7498,15645820,Folliero,698,France,Male,27,7,0.0,2,True,False,111471.546875,False
3748,15645835,Milani,605,France,Male,32,9,0.0,2,True,True,55724.23828125,False
6765,15645839,Yudin,570,France,Male,37,6,0.0,1,True,True,187758.5,False
5571,15645847,P'eng,569,Germany,Male,35,2,109196.65625,3,True,False,109393.1875,True
9901,15645896,Duncan,646,Germany,Male,39,6,121681.90625,2,False,True,61793.46875,False
6593,15645904,Parsons,685,France,Female,33,6,0.0,2,False,True,186785.015625,False
4873,15645937,Guerin,790,Spain,Male,32,3,0.0,1,True,False,91044.46875,False
2574,15645942,Macleod,689,Spain,Male,40,2,0.0,2,True,True,164768.8125,False
1942,15645956,Jideofor,452,Spain,Male,44,3,88915.8515625,1,True,False,69697.7421875,False
1615,15646037,Sopuluchi,641,France,Male,77,9,0.0,3,True,True,81514.0625,False
7338,15646082,Harding,676,France,Female,34,8,82909.140625,1,True,False,91817.3828125,True
3274,15646091,Frankland,560,Spain,Female,43,4,95140.4375,2,True,False,123181.4375,True
620,15646161,Steinhoff,673,Spain,Female,37,8,0.0,2,True,True,183318.796875,False
9651,15646168,Ifeatu,834,Spain,Male,33,5,0.0,2,True,False,66285.1796875,False
7478,15646190,Saunders,677,France,Female,56,0,119963.453125,1,False,False,158325.875,True
2839,15646196,Yeh,850,Spain,Female,36,2,155180.5625,2,False,False,169415.546875,False
3134,15646227,Folliero,682,France,Female,27,1,97893.203125,1,True,False,166144.984375,False
8770,15646262,Ross,622,France,Male,31,7,0.0,1,True,False,35408.76953125,False
1394,15646276,Metcalfe,831,France,Female,32,2,146033.625,1,True,False,191260.734375,False
1446,15646302,Shao,705,France,Female,24,7,100169.5078125,1,True,False,121408.546875,False
9888,15646310,Mao,684,Spain,Male,24,8,143582.890625,1,True,True,22527.26953125,False
5791,15646351,Somerville,486,Spain,Male,27,7,0.0,2,True,False,28823.0390625,False
9712,15646366,Trevisani,521,Germany,Male,41,8,120586.5390625,1,False,True,20491.150390625,False
400,15646372,Outhwaite,616,France,Female,66,1,135842.40625,1,True,False,183840.515625,True
7860,15646374,Wynne,766,Germany,Female,28,3,62717.83984375,2,True,True,13182.4296875,False
4686,15646490,Duffy,537,Spain,Male,42,1,190569.234375,1,False,True,127154.796875,False
1086,15646513,Spyer,803,France,Male,42,5,0.0,1,True,False,196466.828125,True
7422,15646521,Fan,634,Spain,Female,36,1,0.0,1,True,True,143960.71875,False
7529,15646535,Harrell,578,France,Male,46,5,113226.46875,1,True,False,56770.76171875,False
2403,15646539,Liao,531,France,Male,31,3,96288.2578125,1,True,False,56794.73046875,False
849,15646558,Clamp,611,Spain,Male,51,1,122874.7421875,1,True,True,149648.453125,False
7485,15646563,Wright,772,France,Female,35,9,0.0,1,False,True,25448.310546875,False
2563,15646566,Bell,763,France,Female,58,9,187911.546875,1,False,True,35825.1796875,False
7147,15646594,Ali,749,France,Male,41,5,57568.94140625,1,True,True,61128.2890625,False
2855,15646609,Chao,748,France,Male,33,1,142645.4375,1,False,False,69132.65625,False
1437,15646615,Muir,576,Germany,Male,28,1,119336.2890625,2,False,True,58976.8515625,False
6353,15646632,Reid,741,France,Male,38,9,0.0,2,True,False,14379.009765625,False
8375,15646720,Tsui,628,Spain,Female,55,7,0.0,3,True,False,85890.75,True
3541,15646726,Crawford,672,France,Male,43,5,0.0,1,False,False,63833.08984375,False
5111,15646756,Murphy,682,France,Female,33,8,74963.5,1,True,True,32770.55859375,False
2351,15646764,Lorenzo,617,Germany,Female,58,3,119024.75,2,True,False,35199.23828125,True
4946,15646784,Cochran,529,France,Female,31,2,164003.046875,2,True,True,60993.23046875,False
869,15646810,Quinn,603,Germany,Male,44,6,108122.390625,2,True,False,108488.328125,True
2801,15646817,Chiekwugo,769,France,Male,51,9,156773.78125,2,True,False,40257.7890625,False
2896,15646859,Heydon,621,Germany,Male,47,7,107363.2890625,1,True,True,66799.28125,False
3245,15646936,Nnamdi,631,Germany,Female,32,2,146810.984375,2,True,True,180990.296875,False
8605,15646942,Meng,786,Spain,Female,39,7,0.0,2,False,False,100929.59375,False
8841,15646969,Anayolisa,776,Spain,Male,33,2,0.0,2,True,True,176921.0,False
4115,15647008,Adams,624,Germany,Male,54,3,116726.21875,1,True,False,110498.1015625,True
58,15647091,Endrizzi,725,Germany,Male,19,0,75888.203125,1,False,False,45613.75,False
759,15647099,Ts'ui,633,France,Female,37,9,156091.96875,1,True,False,72008.609375,False
4860,15647111,White,794,Spain,Female,22,4,114440.2421875,1,True,True,107753.0703125,False
7419,15647191,Lucchesi,677,France,Male,36,4,0.0,2,True,False,7824.31005859375,False
9641,15647203,Gebhart,750,France,Female,35,3,0.0,1,True,False,191520.5,False
6721,15647207,Onwuemelie,609,France,Male,26,7,0.0,2,True,False,98463.9921875,False
7767,15647259,Barnett,643,Spain,Male,35,2,0.0,2,False,False,67979.3515625,False
2301,15647266,Y?an,651,Spain,Female,45,10,135923.15625,1,True,False,18732.83984375,False
8563,15647292,Peng,697,France,Male,63,7,148368.015625,1,False,False,118862.078125,True
7558,15647295,Chin,426,France,Male,34,9,0.0,2,True,False,107876.90625,False
1128,15647301,Bray,549,Germany,Female,45,3,143734.015625,2,True,True,96404.3828125,False
7706,15647306,Gibbs,777,France,Female,29,9,131240.609375,1,True,True,163746.09375,True
2,15647311,Hill,608,Spain,Female,41,1,83807.859375,1,False,True,112542.578125,False
8163,15647333,Fleming,621,France,Male,27,4,137003.6875,1,True,False,21254.060546875,False
3338,15647385,Ch'iu,579,Spain,Male,56,4,99340.828125,1,False,False,4523.740234375,True
1258,15647402,Wan,628,France,Female,38,3,0.0,2,True,True,48924.73046875,False
4021,15647453,Ifeajuna,721,France,Male,42,4,102936.71875,1,False,False,1187.8800048828125,False
1577,15647474,Niu,613,France,Female,40,9,95624.359375,2,True,True,60706.328125,False
8543,15647546,Carvosso,688,Germany,Female,40,8,150679.703125,2,False,True,196226.375,False
8602,15647570,Chung,640,Germany,Male,45,8,120591.1875,1,False,False,195123.9375,False
8697,15647572,Greece,504,Spain,Male,34,0,54980.80859375,1,True,True,136909.875,False
3550,15647725,Napolitano,675,France,Female,61,5,62055.171875,3,True,False,166305.15625,True
1928,15647782,Brown,729,Germany,Male,36,8,152899.234375,2,True,False,177130.328125,False
9932,15647800,Greco,850,France,Female,34,6,101266.5078125,1,True,False,33501.98046875,False
7894,15647807,Wyckoff,642,France,Male,40,8,109219.828125,1,True,False,52827.51171875,False
7827,15647838,Davison,648,Germany,Female,51,2,116574.84375,1,True,False,4121.0400390625,True
1599,15647842,Cunningham,601,Germany,Female,48,8,120782.703125,1,True,False,63940.6796875,True
8801,15647890,Su,691,France,Male,37,9,149405.1875,1,True,True,146411.59375,False
7436,15647898,Russell,610,Spain,Female,50,5,130554.5078125,3,True,False,184758.171875,True
5351,15647965,Genovese,477,France,Female,57,9,114023.640625,2,True,True,71167.171875,True
6439,15647974,Chiemenam,679,France,Female,44,3,118742.7421875,2,True,False,1568.9100341796875,False
2340,15647975,Vida,651,Germany,Male,26,5,147037.3125,1,False,False,141763.265625,False
2319,15648005,Russell,672,Spain,Male,33,2,0.0,2,True,True,182738.0,False
8539,15648030,Crump,731,Spain,Female,33,5,137388.015625,2,True,False,165000.6875,False
